F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
UK,-235.35,-109.12,-1348.02,25582.23,16.21,112.6,0.58,9,Very low,0.14,8.2,-3.13,20.58,203.88,2,1115.28
Europe,-782.07,-84.68,-2103.06,-7535.31,4.53,98.08,-8.39,12,Low,1.24,9.06,-2.34,40.74,381.28,6,560.18
UK,40.77,-42.84,-2367.24,26395.56,2.14,-24.76,-12.11,18,Medium,0.86,9.62,-3.75,78.24,262.16,4,939.24
USA,35.07,-47.52,-3437.43,25433.58,0.34,120.58,-5.21,6,High,3.4,15.2,-3.39,-4.65,11.56,4,1666.02
Rest,-1401.81,-66.68,-1036.44,27273.63,4.06,158.74,-1.77,9,Very low,0,2.7,-1.67,24.36,112.3,5,0
Rest,-2496.48,-131.01,-924.18,10708.2,4.76,13.46,-6.02,6,Medium,28.04,5.8,-3.04,27.84,42.78,2,486.4
Europe,-749.67,-94.56,-2614.2,30174.03,1.98,39.62,0.67,21,Medium,16.34,2.3,-7.46,9.21,198.6,5,0
USA,-2233.32,-138.93,-1194.39,-20068.11,10.76,129.94,-4.5,18,Very high,6.72,14.04,-3.8,36.96,138.82,5,3300.84
USA,-820.56,-107.06,-2218.77,27028.92,5.14,-107.2,-9.18,18,Low,0.04,8.74,1.71,41.64,272.22,1,2870.07
USA,-1323.93,-52.53,-2155.44,20035.59,4.28,-2.9,-4.95,15,Medium,9.34,10.2,-3.39,29.37,117.12,1,1668.45
Rest,-1610.85,-110.26,-2215.92,48637.53,4.58,12.3,-9.16,21,High,0.48,3.18,-3.38,5.07,75.4,5,428.62
Rest,776.82,-105.17,-3042.72,46329.99,0.79,66.66,-9.3,15,Very high,0.58,13.5,-6.04,48.3,145.82,1,109.19
UK,-993.93,-111.69,-2051.91,38173.14,1.39,96.62,-9.17,6,Medium,1.34,4.58,-3.14,41.46,166.76,2,0
Rest,-780.09,-102.39,-1980.33,28345.5,1.97,97.36,-9.37,15,Low,0.32,5.68,0.45,27.06,113.34,4,0
USA,-587.43,-100.09,-2510.37,13729.44,2.87,5.94,-3.45,9,High,43.9,7.72,-4.07,30.96,210.8,6,3248.36
USA,-550.23,-101.53,-1134.48,49974.78,3.48,33.02,-6.07,12,Low,263.08,0.26,-4.3,32.01,127.42,3,0
UK,-1854.12,-82.71,-2527.77,18876.45,1.33,16.86,-10.19,9,Very high,13.76,3.64,-1.89,40.44,135.48,6,2388.11
Rest,-1094.34,-74.52,-2625.27,13793.67,4.63,49.58,-8.52,9,Very low,51.74,10.26,-6.82,30,246.16,3,419.97
USA,-292.92,-89.7,-1434.57,9265.2,1.35,34.14,-2.21,3,High,76.44,3.9,-4.99,23.79,277.48,3,190.31
Europe,-563.64,-170.35,-3059.22,17733.45,4.06,-69.86,-10.16,6,Very low,1.24,3.18,-1.91,23.55,202.68,2,1321.95
Europe,-575.91,-70.64,-1428.36,27827.43,4.74,55.5,-9.5,15,Very low,0.64,15.88,-1.79,19.65,263.62,4,506.71
USA,-322.86,-93.09,-2373.78,4803.51,5.82,120.16,-5.26,12,Low,47.66,4.02,-1.93,30.24,186.62,0,0
USA,-1461.96,-71.81,-2259.87,-30233.82,0.57,107.6,-10.01,6,Very high,250.96,3.32,-7.38,27.42,164.04,4,305.34
Rest,-87.81,-139.88,-2761.86,13902.75,2.26,104.82,-2.37,30,Low,1.1,6.44,-3.06,27.36,202.94,2,0
Rest,209.28,-102.22,-2004.21,25983.69,2.89,147.82,-8.24,21,Very high,2.7,2.72,-2.04,19.56,126.86,5,0
UK,393.15,-147.14,-3124.8,-5158.29,3.78,128.86,-3.19,15,Medium,136.98,6,-5.94,6.96,191.54,3,0
USA,874.62,-95.83,-2469.84,13919.28,2.53,103.46,-10.24,15,Medium,17.64,9.66,-8.52,30.6,163.62,2,0
Rest,1419.42,-64.38,-3211.65,23259.93,0.74,70.9,-5.11,18,Medium,0.04,2.94,2.28,29.34,189.88,3,0
Europe,-194.49,-112.63,-931.41,25610.37,0.77,115.14,-12.62,6,Low,0.06,14.08,-9.42,9.57,155.44,3,0
UK,-403.47,-93.95,-814.83,37058.43,3.28,66.14,-8.79,12,High,1.96,9.34,-6.37,29.46,266.22,6,163.9
Rest,-772.35,-68.1,-3156.39,28365.33,10.99,-2.08,-12.66,3,Medium,0.22,4.56,-0.93,30.33,167.04,2,1491.63
Europe,-1225.29,-100.19,-2260.11,24914.85,7.55,-7.12,-10.34,12,Medium,3.98,6.86,-2.45,27.66,136.78,7,2165.69
UK,-238.92,-125.01,-1725.12,11835.87,6.2,114.6,-3.36,0,Very high,0,4.06,-1.19,-10.35,179.94,3,832.14
USA,741.81,-71.32,-2737.29,9669,2.07,141.3,-7.48,6,High,0.04,13.46,-3.76,15.81,233.44,2,74.95
USA,-375.6,-118.97,-1739.76,22638.18,2.32,54.96,-7.44,15,Medium,0.3,2.98,-6.59,29.34,168.02,5,0
USA,-1141.68,-136.91,-2822.46,28918.44,3.15,92.74,-8.32,24,Low,9.52,1.6,-3.58,19.74,163.7,2,0
USA,283.89,-105.6,-1608.93,21019.2,5.82,19.1,-1.39,9,Very low,0.06,2.62,-0.26,14.61,110.44,4,54.68
Rest,823.59,-79.54,-983.61,33128.01,5.44,-21.7,-10.41,12,Very high,2.98,0.78,-1.5,29.55,237.26,2,48.03
USA,127.32,-126.22,-1600.44,21709.83,4.3,-74.84,-8.87,15,Very low,8.18,5.78,-4.88,26.52,104.24,5,1135.27
USA,-941.4,-86.68,-1982.01,27794.13,7.81,49.08,-3.93,21,Very high,1.12,13.02,-1.69,59.37,96.1,5,3284.12
USA,-1711.8,-108.42,-2780.61,57220.83,5.42,32,-3.52,9,High,0.18,6.34,-4.02,29.22,181.8,9,3760.66
Rest,-1067.01,-4.3,-1361.4,31521.06,2.84,28.14,-13.86,9,Low,0.52,15.24,-5.1,61.32,164.42,4,512.48
USA,-1098.06,-85.32,-1704.84,11384.67,2,28.62,-5.06,12,Low,51.12,27.2,-1.92,29.91,65.68,1,2831.17
Europe,-259.38,-91.54,-1753.68,6505.95,12.53,101.28,-9.34,9,Very high,0.1,5.24,1.91,16.83,200.72,2,1117.57
UK,9.06,-95.69,-3245.01,54952.17,5.5,19.48,-9.17,12,Very low,15.14,10.74,-6.64,41.16,72.06,3,1567.58
UK,-823.08,-153.46,-1373.01,21661.41,2.38,44.48,-8.5,15,High,76.76,8.68,-3.4,28.95,166.62,8,1227.62
Rest,-1482.45,-68.17,-1654.23,57528.36,3.07,182.56,-5.69,6,Low,2.32,2.24,-8.77,30.27,184.62,2,0
UK,-2935.35,-98.52,-3581.55,23093.28,2.38,83.74,-0.14,12,Very low,0.22,1.38,-3.15,18.36,357.8,2,26.4
USA,-833.49,-50.17,-3029.34,52612.38,5.34,43.8,-6.66,18,Very low,1.34,1.28,3.06,25.5,189.76,3,4.3
UK,-1871.1,-85.66,-2838.21,19865.61,1.26,109.16,-9.24,6,Medium,114.38,9.54,-7.04,28.41,185.28,4,1220.29
USA,1286.61,-106.66,-2012.49,25013.73,3.2,41.8,-7.99,18,High,85.7,3.38,-2.46,39.3,113.66,4,0
Rest,1969.11,-49.23,-2974.08,8263.53,1.22,-11.1,-7.85,15,Very low,0.3,12.32,-4.11,43.23,219.22,4,82.5
USA,-2021.01,-51.67,-1607.07,8811,12.5,7.32,-5.41,12,High,0.16,4.88,1,36.18,240.5,6,3767.15
Europe,-2140.92,-63.87,-2170.71,24246.48,4.42,23.34,-4.3,12,High,3.02,2.36,-0,30.66,90.54,3,1037.45
UK,-531.66,-59.4,-3273.33,43388.7,0.92,87.22,-8.39,0,High,39.78,9.68,-0.21,35.28,129.96,6,2357.85
Europe,484.14,-97.46,34.68,26327.22,4.12,98.74,-8.7,12,Low,40.42,2.32,-5.42,46.92,167.78,1,0
USA,-712.89,-106.77,-704.73,22512.69,9.27,97.4,-8.35,12,Very high,0.72,17.24,-6.72,32.07,272.72,5,3264.5
UK,-488.49,-66.71,-3674.76,31809.3,11.96,76.68,-10.29,6,High,0.32,8.6,0.62,36.87,177.92,5,2927.46
Rest,932.16,-61.07,-2539.11,24897.93,6.85,47.04,-7.48,9,Low,48.2,11.18,-0.86,37.08,161.1,10,1006.84
USA,-814.8,-117.28,-1089.93,23607.72,1.9,-15.8,-8.21,18,Very high,0.24,6.56,-6.73,29.85,182.08,3,400.18
Rest,-643.71,-61.47,-1365.69,23771.94,6.74,19.36,-8.98,12,Medium,0.48,3.7,-4.42,30.57,223.1,4,300.75
Europe,-1293.78,-95.07,-3519.84,44707.11,1.77,21.66,-8.68,12,High,1.36,19.36,-1.45,25.56,168.6,3,2250.93
UK,646.17,-67.25,-1814.88,28824.87,1.06,49.36,-8.18,12,Low,0.12,14.5,-9.17,30.87,157.44,3,0
UK,-981.81,-46.4,-697.29,24308.52,1.26,11.92,-4.97,3,Very high,3.54,8.58,-4.7,26.46,193.58,4,1524.14
UK,-554.01,-70.98,-1862.88,58645.77,3.49,115.06,-4.35,9,Very high,1.76,13.02,-4.41,21.93,131.14,5,1385.75
USA,321.72,-109.66,-3118.56,49984.62,8.66,-8.04,-6.54,21,Very high,0.04,1.7,-0.75,49.83,219.18,5,2992.94
Rest,-670.29,-91.36,-2435.22,27955.74,2.93,102.42,-5.98,9,Medium,0.04,9.46,2.93,29.67,62.44,2,106.55
USA,-1268.85,-109.41,-1419.33,27575.28,5.81,59.02,-4.94,24,Very high,0.02,3.84,-1.63,23.79,220.96,3,45.78
Europe,22.89,-90.24,-2585.79,30412.77,3.55,149.38,-6.07,9,Low,2.7,8.36,-7.86,17.37,264.06,6,47.55
UK,-1583.76,-65.41,-2816.22,31292.1,2.37,94.84,-8.43,18,Medium,0,22.96,-4.65,28.47,165.42,5,2448.55
Europe,-1097.88,-28.83,-2608.68,31587.84,4.19,84.96,-6.28,18,Very low,12.22,2.12,-5.73,36.84,299.72,3,0
UK,70.44,-66.54,-1549.83,21917.07,4.14,77.66,-9.5,3,Medium,0.28,6.2,-4,17.16,33.6,1,0
Rest,-733.29,-126.55,-3537.27,18667.32,2.63,110.1,-2.45,12,Medium,5.4,15.44,-8.53,25.05,167.88,1,320.19
Europe,1000.65,-83.47,-3319.77,32377.95,3.78,52,-10.86,9,Medium,5.84,4.9,-0.34,52.38,127.94,1,79.01
USA,-1877.46,-60.67,-2078.01,22502.67,3.7,95.66,-4.65,3,Very high,0.3,25.22,-5.52,38.49,179.12,4,3778.21
UK,643.71,-63.47,-3456.99,33345.3,5.37,-3.18,-9.24,18,High,0.06,6.94,-2.05,26.58,182.52,6,2308.87
USA,-2820.06,-78.55,-3767.88,-1058.4,7.46,32,-7.9,6,High,0.3,7.58,-4.31,26.46,197.58,6,3796.49
USA,229.62,-110.63,-1613.82,38365.02,0.97,152.2,-8.09,15,Very high,0.18,11.74,-4.14,6,145.98,5,0
UK,-1176.57,-157.22,-1228.29,4663.11,2.1,97.54,-0.45,15,Low,3.9,20.94,-8.87,11.61,87.84,6,932.19
Rest,-962.58,-63.17,-1935.24,52062.45,0.89,97.18,-7.07,3,Low,1946.72,3.16,-5.11,26.88,163.94,2,0
USA,-1012.62,-115.91,-3603.36,31424.4,6.56,77.06,-5.73,9,Medium,149.76,1.16,0.45,21.06,255.38,6,2847.75
USA,-1127.16,-98.36,-3329.61,26563.14,6.37,123.48,-6.05,9,Very high,0.64,6.34,-2.87,58.35,191.32,3,2544.04
Europe,-1065.27,-72.99,-2698.98,9414.33,0.89,-19.58,-4.65,6,Medium,2.8,5.54,-6.73,24.63,167.28,6,1603.33
Europe,735.09,-111.11,-2087.16,-6958.92,1.07,64.32,-2.34,9,High,0.2,7.78,-6.53,35.43,140.88,9,772.23
UK,-2036.28,-125.75,-2413.8,26346.57,4.4,-65.96,-8.08,3,Very low,0.3,1.36,1.19,26.31,320.74,6,2770.82
UK,-1484.79,-131.16,-2837.94,27095.37,2.84,7.22,-10.1,15,Medium,0.44,1.76,-1.81,31.29,215.14,2,417.16
UK,45.21,-77.4,-2077.98,28697.7,4.01,22.84,-12.21,6,Very low,0,6.34,-2.58,31.08,136.6,5,794.17
USA,495.3,-53.02,-2260.47,20400.51,3.57,120.6,-11.41,12,High,1.74,12.5,-2.23,31.38,158.92,6,616.01
USA,-1598.76,-57.45,-2169.93,22918.2,7.83,89.78,-14.33,15,Very low,11.96,14.94,-1.24,15.45,188.98,4,2259.67
Rest,-1999.65,-147.59,-2453.07,27725.67,1.52,64.1,-12.62,9,Medium,1.68,8.7,-2.53,32.16,189.68,3,395.47
Europe,112.8,-44.74,-3479.49,25957.35,4,97.3,-4.94,15,Medium,0,12.66,-5.28,29.58,212.72,6,1096.39
Rest,1214.22,-69.86,-2443.32,34762.92,5.1,-25.42,-5.84,9,Medium,0.16,3.92,-5.94,38.28,190.34,3,324.59
USA,162.99,-60.95,-2456.91,8881.38,4.74,121.58,-6.1,6,High,0.04,10.52,-3.28,42.78,-68.44,3,785.02
Europe,-1240.68,-81.66,-1333.05,17962.32,3.27,123.88,-2.14,9,Medium,61.36,9.62,-1.8,36.21,395.54,3,0
USA,-269.94,-93.92,-1792.56,51682.2,2.06,-45.9,-5.28,18,Very low,153.64,4.06,-2.49,29.43,217.3,1,0
Europe,-19.98,-103.63,-2117.64,-16792.08,3.04,45.12,-11.46,15,High,0.42,8.06,-3.2,56.01,250.74,3,291.94
Rest,102.69,-97.09,-3258.66,16170.24,15.55,63.68,-6.93,27,Very low,1.48,4.64,3.37,33.33,78.2,3,345.92
USA,-325.86,-121.6,-3473.55,24798.45,1.92,41.1,-10.85,3,Low,0.64,7.88,-4.37,18.66,189.82,2,1563.3
USA,135.9,-137.44,-3778.86,25691.91,0.31,57.36,-9.58,6,Very low,8.08,4.88,-4.98,23.19,222.9,4,204.7
USA,1425.09,-73.76,-2675.58,25685.55,6.63,-68.84,-8.52,3,Low,0.28,8.44,-3.63,28.71,177.62,4,3554.53
USA,-1993.47,-109.85,-1436.28,67610.43,4.35,94.4,-3.14,18,High,0.18,4.1,-4.4,36.24,261.42,4,58.02
Rest,7.2,-52.73,-3669.51,38654.37,4.67,-15.2,-2.71,12,Low,0.06,10.62,-4.52,47.67,96.42,4,982.4
Rest,60.87,-68,-2897.94,26156.46,8.64,-59.9,-6.95,9,Very low,2.84,7.5,-3.99,27.24,201.86,5,1309.85
Rest,-615.36,-97.56,-668.55,18601.62,1.49,27.46,-5.32,6,High,68.4,5.96,-2.96,36.99,181.26,1,0
Rest,-1224.66,-13.55,-4452.81,32041.77,0.99,-9.26,0.59,9,Very high,158.54,2.12,-3.99,33.12,139.32,6,1340.44
Europe,-871.02,-104.36,-1582.38,18671.88,12.62,134.78,-5.12,15,Very low,0.02,3.68,-0.13,33.54,133.94,2,0
Rest,-1812.63,-112.93,59.73,5222.22,6.96,47.14,-8.79,21,Very low,2.36,1.64,-4.73,31.86,330.7,3,0
UK,843.72,-112.06,-1717.32,28182.54,1.5,20.1,-11.8,12,Very high,5.9,2.04,-7.25,36.24,227.2,5,0
USA,216.42,-28.06,-2048.43,17213.85,4.6,106.78,-8.43,9,High,6.04,23.84,-2.03,44.34,163.96,2,2423.24
Rest,-332.97,-106.14,-2618.01,-2568.09,10.8,46.2,-1.35,9,High,60.82,3.52,-2.2,34.65,154.42,3,810.4
USA,448.2,-132.87,-1377.57,36749.1,11.71,59.46,-11.05,15,Very high,10.82,1.24,-7.95,40.26,64.4,4,857.15
UK,-2013.18,-133.55,-2305.77,25129.08,0.67,103.64,-5.13,15,Very high,0.2,8.24,1.53,35.52,126.7,2,0
UK,-728.55,-101.6,-2920.38,29820,6.46,16.92,-9.48,9,High,0.34,11.22,-7.43,8.25,131.8,1,2546.13
UK,-420.78,-94.54,-1868.73,36293.25,5.97,90.42,-8.88,12,High,0.06,12.82,-2.37,36.21,216.66,3,1125.95
USA,-747.81,-109.98,-2496.69,27410.34,6.89,12.66,-4.39,0,Medium,218.28,7.08,-7.87,35.82,175.84,5,3691.87
UK,132.48,-76.78,-883.26,27277.83,4.06,-66.34,-8.5,6,Medium,0,5.06,-1.33,21.9,207.04,2,952.17
USA,-1120.95,-68.53,-2057.7,39092.19,1.89,72.72,-6.56,6,High,1.36,10.72,-2.93,35.55,192.16,5,2315.23
UK,113.25,-68.11,-3360.69,22879.14,1.2,-10.52,-13.16,12,Very low,36.22,6.74,-5.11,37.32,120.82,1,0
UK,-1169.88,-74.06,-1331.88,22384.62,4.23,96.4,-5.99,9,Medium,20.74,5.22,-5.66,39.96,119.88,3,0
Rest,-465.84,-128.09,-2499.87,8214.99,6.04,38.5,-3.76,12,Very low,1.7,9.78,-9.53,24.24,84.98,4,423.69
USA,-702.42,-128.2,-1896.75,22209.12,2.61,113.3,-7.26,12,Medium,2.4,19.46,-6.29,18.24,187.4,0,128.47
USA,-129.87,-68.37,-1748.13,20578.41,2.79,84.82,-6.55,12,Very low,0.4,9.2,-7.69,24.18,197.48,4,0
UK,-794.88,-64.97,-811.8,25774.38,4.97,-89.74,-5.05,9,Medium,2.8,16.32,-4.57,20.25,206.82,7,2920.2
Europe,555.18,-103.42,-5023.5,13376.76,4.76,94.8,-4.12,6,Very low,133.1,6.2,-3.2,33.45,221.36,8,1523.13
Rest,-676.8,-72.19,-776.52,31525.11,2.47,77.3,-10.64,15,Very low,0.04,8.18,-6.27,18.18,194.98,3,0
UK,76.05,-63.28,-2321.13,-14188.62,10.47,-49.72,-6.69,24,Very low,1.42,6.76,-6.04,28.53,291.18,6,2173.32
USA,-534.57,-106.9,-1706.7,41331.69,2.14,62.68,-7.83,12,Medium,3.68,6.6,-2.89,27.24,145.1,5,112.05
USA,-1693.89,-69.59,-2183.4,38688.9,4.41,60.4,-7.12,9,Low,15.72,10.58,-10.01,34.11,167.02,3,1828.64
UK,-1756.95,-74.56,-1655.97,-15288.69,3.33,140.62,-4.39,12,Very low,6.54,5.18,-4.7,26.34,171.44,2,0
USA,-1745.25,-73.16,-2968.29,27313.59,8.67,-81.24,-6.64,3,Low,0.14,6.68,-5.56,18.15,162.2,4,3795.19
Europe,-263.16,-84.98,-1015.71,51786.72,5.55,97.4,-5.2,3,Very low,3.22,3.46,-4.4,36.39,244.28,6,0
UK,293.61,-56.37,-3810.57,4433.52,4.09,97.96,-5.25,15,High,3.04,4.08,-5.75,31.05,264.2,1,0
Rest,-2567.94,-74.64,-2226.45,28999.26,0.61,62.58,-12.48,3,Low,0.4,2.6,-0.08,11.97,271.04,5,367.03
Europe,-2225.13,-45.45,-936.18,22806.72,2.28,120.96,-7.38,6,Very low,65.18,6.34,-5.82,37.35,211.36,4,0
Rest,1915.77,-110.92,-3903.51,34837.77,6.12,17.5,-6.85,15,Low,300.78,9.74,-2.48,2.01,66.86,3,343.14
UK,-1608.36,-124.45,-3640.92,21717.03,4.21,47.46,-6.02,6,Very low,1.06,5.26,-5.25,31.53,182,6,2447.35
Rest,-1249.53,-114.47,-1023.45,37731.33,7.45,62.12,-8.71,6,Medium,78.5,2.12,-5.17,47.91,233.66,3,204.91
Rest,-1201.62,-108.15,-2460.57,27978.96,10.14,105.06,-4.8,9,Low,10.88,1.86,1.19,28.23,205.12,5,457.97
Rest,-1689.48,-76.6,-886.35,21437.31,7.02,18.06,-7.61,21,Medium,0.56,10,0.63,30.18,147.6,9,850.35
USA,-1144.53,-55.08,-1891.74,6490.89,1.21,21.86,-4.1,3,Low,3.96,13.62,-2.11,23.19,174.32,6,3226.37
USA,-1401.75,-124.76,-2314.59,28178.07,0.94,35.8,-10.35,18,Very high,112.84,12.12,-0.99,36.81,83.76,1,781.94
UK,-1314.57,-78.06,-3483.54,39584.43,1.65,12.68,-3.95,3,Low,113.56,3.66,-5.09,14.73,56.94,2,1602.1
Europe,-1761.63,-88.82,-2568.15,24956.46,3.3,51.24,-10.73,6,Very high,1.48,14.44,-7.6,18.57,194.8,3,2087.98
UK,-1118.25,-66.87,-2120.97,44320.8,6.47,67.3,-7.01,18,Low,3.24,16.54,0.58,35.49,371.32,4,1740.35
Rest,-1343.34,-50.85,-826.23,-18685.89,1.74,35.88,-10.09,21,High,0.02,3.26,-2.1,52.5,62.9,6,0
Europe,-1000.83,-52.83,-1697.43,40475.61,0.94,-51.12,-4.11,18,Very low,0.66,6.78,-7.52,15.87,212.5,4,309.24
UK,-1786.68,-86.45,-1499.25,48112.44,5.07,107.02,-7.51,9,Very low,3.7,2.04,-6.2,27,137.54,7,0
UK,452.43,-105.81,-3581.16,25692.18,6.04,39.92,-2.86,15,High,0.02,15.18,-4.4,41.58,202.86,2,2361.22
Europe,-991.62,-78.29,-3171.9,35970.06,6.65,16.1,-9.68,6,Very low,43.4,9.98,-2.92,19.23,175.6,3,1743.61
Europe,-559.53,-126.99,-3395.19,24058.29,1.75,26.42,-3.25,9,Very high,0.04,12.86,-3.68,34.08,244.02,3,1805.17
Rest,-348.63,-61.2,-1305.42,21781.77,8.63,110.04,-7.3,18,Very high,0.16,12.04,-1.21,45.69,143.26,4,330.18
UK,-78.54,-47.61,-1512.3,-2838.87,4.32,67.42,-3.48,18,High,8.62,8.7,-3.72,35.43,227.38,2,0
Europe,-1820.79,-114.68,-2908.17,26672.1,7.71,139.92,-5.15,15,Low,1.1,1.58,-4.06,29.25,172.96,5,415.11
USA,-729.57,-75.61,-3361.14,28671.84,2.6,60.12,-12.01,9,Very high,16.46,4.7,-0.72,23.61,167.6,2,1515.56
Rest,-1469.49,-31.96,-2946.36,21232.11,2.37,97.12,-6.87,9,Very high,0.12,5.78,-3.12,-2.88,119.26,3,409.9
Rest,1240.38,-94.56,-1862.01,39569.19,3.49,4.18,-8.04,9,Low,0.54,3.7,-0.37,48.75,185.94,4,7.3
Europe,-693,-84.1,-2021.07,11073.27,5.79,53.16,-4.08,15,High,455.34,3,-0.97,29.97,195.02,2,183.01
UK,710.55,-111.53,-1582.59,34295.73,2.27,88.1,-4.13,15,High,0.06,10.24,-0.06,44.61,143.84,2,0
UK,-231.12,-84.59,-1061.52,16373.76,2.63,119.94,-12.42,3,Low,1.46,4.5,-4.5,26.25,197.92,4,0
USA,544.44,-112.08,-2340.24,34737.06,6.92,53.82,-4.27,12,High,0.2,5.86,-5.28,36.78,278.58,4,1172.01
USA,-1699.59,-89.1,-5503.92,24126.3,4.45,65.5,-6.18,15,Medium,246.34,19.24,-0,30.51,181.46,4,3787.65
Europe,-1176.63,-55.83,-2270.01,-472.95,3.66,154.38,-9.81,15,Low,48.7,12.32,-9.47,7.74,-111.62,5,94.92
Europe,-352.65,-40.17,-2845.2,47249.13,3.4,120.3,-8.44,15,Medium,0.04,5.4,2.68,27.36,169.32,6,172.5
USA,-1588.62,-83.37,-3242.04,14436.69,5.85,-33.62,-7.49,21,Very high,0.04,1.04,-6.54,30.15,50.78,7,3687.89
USA,-591.33,-141.62,-3213.78,20404.41,1.31,14.54,-3.99,21,Low,91.24,9.16,-3.24,35.1,129.08,3,274.45
USA,434.88,-49.19,-3476.1,25133.16,3.32,17.68,-6.68,3,Low,13.78,3.04,-1.47,35.13,212.54,4,1694.88
Europe,-1916.76,-123.45,-245.19,28663.17,6.67,34.7,-0.4,6,Low,14.16,33.04,-2.81,54.66,206.98,3,2617.82
USA,-2754.66,-77.67,-2915.67,16462.5,0.69,44.36,-5.12,9,High,0,7,-1.19,44.43,184.14,5,3376.78
UK,210.69,-121.16,-3033.6,40184.76,5.41,87.44,-0.19,18,Very low,6.92,8.64,-3.62,40.35,179.96,5,0
Rest,304.17,-95.02,-3326.52,31118.97,4.43,156.92,-6.39,9,Very high,0.86,13.7,-4.66,32.25,156.94,4,460.81
USA,-648.42,-57.72,-2121.54,4686.57,2.94,34.14,-9.01,6,Very high,6.08,4.92,-4.34,28.08,388.46,4,2115.33
UK,-1186.71,-80.68,-2330.58,20807.43,6.38,-2.08,-8.06,12,Low,22.42,6.94,-3.16,29.79,-47.84,5,2314.75
UK,-1967.28,-86.64,-830.28,23252.37,2.55,67.2,-8.08,6,Medium,0.16,5.82,-4.77,39.18,98.68,2,0
Europe,-2107.11,-114.02,-3677.82,47530.44,2.76,95.86,-11.41,6,Very high,1.64,29.66,-6.08,28.65,115.92,1,3040.28
Rest,-406.86,-83.96,-3573.99,21307.08,1.3,37.8,-13.46,3,Very low,0.34,2.06,-4.42,39.87,112.86,5,336.25
USA,210.9,-82.99,-1356.48,29332.17,6.33,126.48,-6.72,15,Low,1.92,6.2,-5.82,-2.13,230.36,3,0
USA,-776.76,-64.38,-1682.28,24333.78,3.65,13.66,-5.21,9,Very high,2.96,3.94,-7.63,32.01,130.16,3,1417.98
UK,-1708.71,-122.38,-1687.77,11388.93,4.99,104.82,-6.08,12,Medium,0.06,10.5,-2.04,23.1,207.08,3,506.55
UK,18.87,-118.97,-1392.63,31127.28,2.97,95.86,-12.43,15,Very high,5075.72,10.94,-4.3,27.12,148.7,1,0
Rest,78.84,-94.85,-1319.01,30503.16,5.07,189.24,-9.2,15,High,0.22,4.44,-1.32,32.64,209.78,4,0
Rest,-350.67,-18.77,-3577.8,18628.74,6.69,34.64,-3.97,6,Very low,11.6,3.46,-9.59,30.93,173.52,5,714.08
USA,344.25,-86.39,-2607,20225.67,5,52.3,-9.97,12,High,6.7,3.58,-2.74,23.79,276.54,2,172.21
Rest,-2119.35,-136.05,-2702.88,50370.69,5.25,15.56,-5.99,9,High,25.82,5.86,2.38,34.11,44.38,6,1372.08
USA,-679.35,-56.67,-2085.06,39192.51,3.35,34.76,-4.82,12,Medium,0.04,8.54,-5.13,20.49,106.58,2,543.34
Europe,239.34,-146.24,-2502.42,24930.48,3.17,171.5,-5.73,9,Low,0.08,5.14,5.14,20.64,161.9,2,0
Rest,-2495.25,-111.76,-2217.51,28717.5,7.15,72.36,-9.97,12,Low,0.02,5.42,-8.62,38.37,185.1,3,494.71
USA,-600.45,-113.05,-2399.04,24673.32,3.35,135.64,-5.62,18,Low,4.64,2.92,-3.95,27.03,182.92,5,0
Europe,-272.94,-111.22,-2625.45,36764.34,4.73,125.82,-6.54,12,Very low,1943.68,2.48,-5.21,1.74,188.28,3,0
UK,193.68,-75.84,-2028.39,15185.4,5.51,51.58,-7.05,12,Low,2.74,3.66,-1.2,31.77,246,4,0
Europe,-633.3,-105.58,-831.12,-184.35,3.57,133.38,-5.22,3,Very low,244.02,4.08,0.23,46.86,198.72,2,0
USA,-627.06,-85.56,-2607.87,31463.37,2.42,127.22,-8.87,12,High,1.34,6.06,-8.13,56.76,-62.38,4,30.47
USA,-2272.17,-107.45,-1657.77,18560.58,2.21,61.7,-8.61,18,Very low,1.16,4.12,-7.62,32.04,232.4,3,0
USA,-101.04,-104.07,-736.29,32710.8,8.25,52.9,-11.58,12,Medium,0.14,1.42,-4.49,15.9,265,4,1.14
USA,81.99,-54.61,-2224.5,24065.97,5.26,124.58,-9.61,15,Medium,0.38,2.16,-3.73,31.02,-155.68,3,0
Europe,-1419.12,-164.51,-2636.55,34303.59,3.92,157.42,-12.02,12,Medium,30.8,8.26,-5.13,35.37,152.6,5,353.81
Rest,-1491.12,-101.07,-2426.01,15799.32,2.23,29.96,-2.83,21,High,0.3,2.9,0.61,28.11,34.68,3,94.21
USA,-1270.5,-29.38,-2484.72,69262.68,5.33,69.32,-7.44,9,High,48.62,8.46,-2.4,10.65,183.88,3,2473.75
USA,-216.54,-65.45,-1920.72,21387.69,1.34,227.9,-9.18,21,Very low,0.06,2.74,0.39,29.07,91.94,3,0
Rest,-1097.88,-54.72,-1604.07,32960.73,8.17,-23.28,-7.84,18,Low,5.68,11.94,-1.97,32.16,205.02,2,646.91
UK,-424.95,-52.31,-1278.24,29578.83,1.6,-16.16,-9.67,12,Very low,2.38,2.56,-8.41,1.74,220.74,4,0
