F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
13.6,-0.26,-80.64,-6.36,17.09,20,-7.24,-84.01,-8,20.72,-6.31,510,6,11.34,9.12,True
4.22,-6.72,-35.64,-20.85,8,2,1.72,-59.01,-10.06,60.72,-0.1,48,0.77,26.88,,False
3.44,-3.96,-47.64,-25.23,7.91,2,3.74,-83.01,-11.38,38.72,-0.26,69,0.83,27.6,,True
24.8,-1.09,-80.64,-11.37,14.44,20,-6.84,5.99,-11.24,210.72,-4.58,645,5.05,19.2,,False
10,0.37,-80.64,-8.76,14.94,20,-6.4,5.99,-12.16,280.72,-3.36,825,7.15,12.09,6.35,False
10.4,0.5,-50.64,-5.49,13.49,20,-6.16,20.99,-12.62,70.72,-4.8,360,7,12.54,5.87,False
0.98,-3.9,-41.64,-19.32,8.74,2,4.46,-82.01,-10.52,64.72,0.14,126,0.67,26.49,8.9,True
12.3,-3.71,-110.64,-11.34,13.04,20,-1.4,-79.01,-10.7,110.72,-1.33,105,7.7,13.14,6.53,False
13.7,1.35,-50.64,-4.56,14.69,20,-6.84,-24.01,-11,60.72,-5.74,255,8.4,20.49,,True
0.42,-4.15,-41.64,-27.93,8.52,2,1.78,-78.01,-10.46,74.72,2.64,6,0.18,29.7,8.06,False
28.5,-2.58,-50.64,-9.33,14.04,20,-4.42,-64.01,-9.84,410.72,-4.25,1140,6.75,24.12,6.8,False
2.08,-3.65,-47.64,-18.72,8.7,2,1.88,-70.01,-15.54,16.72,-0.27,216,0.45,25.8,8.39,True
12,1.14,-80.64,-10.92,15.84,20,-8.18,-149.01,-8.58,380.72,-1.89,855,7.45,15.12,,True
10.7,-2,-80.64,-15.51,13.74,10,-4.18,-164.01,-8.36,100.72,-4.9,585,5.7,11.49,,True
3.44,-6.06,-41.64,-19.14,8.66,2,1.56,-90.01,-10.5,0.72,-0.41,144,0.89,24.93,9.72,True
15.2,-1.33,-80.64,-8.34,13.34,20,-5.54,20.99,-14.86,140.72,-3.74,285,5.95,16.26,6.99,False
3.48,-4.12,-47.64,-20.31,8.3,2,7.64,-78.01,-10.58,24.72,-0.66,204,0.39,25.68,7.5,False
1.82,-3.72,-41.64,-20.67,8.32,2,6.46,-61.01,-12.1,30.72,-0.41,30,0.7,26.37,,False
3.1,-3.73,-41.64,-28.08,8.71,2,1.44,-50.01,-10.8,52.72,0.16,198,0.44,26.94,,True
3.16,-6.53,-41.64,-21.09,8.84,2,9.64,-59.01,-11.54,2.72,-0.44,72,0.14,30.87,7.34,True
2.9,-8.36,-41.64,-20.94,8.08,2,4.14,-77.01,-11.5,50.72,0.4,102,0.79,30.84,,False
2.88,-4.89,-41.64,-23.64,7.95,2,3.72,-76.01,-12.86,80.72,5.05,36,0.47,33.12,,False
25.8,-1.99,-65.64,-6.24,14.59,20,-8.72,-74.01,-10.08,230.72,-0.93,555,8,12.78,,True
2.38,-5.32,-35.64,-19.11,8.58,2,7.28,-52.01,-12.58,58.72,-0.01,117,0.69,25.92,8.81,True
17.3,1.13,-80.64,-2.67,16.59,20,-9.32,-134.01,-11.82,0.72,-6.18,1110,5.6,9.78,7.88,True
17.3,-1.78,-110.64,-9.72,14.24,20,-5.18,-89.01,-10.62,470.72,-1.87,1125,5.7,20.37,,False
0.56,-4.6,-35.64,-18.75,8.7,2,1.8,-67.01,-10.96,62.72,0.07,36,0.84,30.72,8.68,True
15.8,-0.24,-80.64,-6.66,13.94,20,-1.44,-84.01,-12.12,50.72,-4.31,720,5.3,19.02,6.92,False
3.72,-5.61,-47.64,-19.77,8.48,2,2.32,-74.01,-10.78,28.72,-0.72,156,0.72,32.85,9.18,True
3.58,-4.38,-41.64,-20.4,8.13,2,2.28,-76.01,-11.26,74.72,-0.3,12,0.46,29.91,6.47,False
3.74,-5.68,-35.64,-22.17,8.84,2,1.82,-64.01,-11.12,46.72,0.46,3,0.76,27.6,,True
1.34,-4.68,-41.64,-18,8.55,2,4.86,-79.01,-10.4,66.72,1.93,93,0.68,28.02,6.98,False
3.14,-6.28,-47.64,-22.11,8.41,2,0.7,-84.01,-13.38,16.72,0.58,90,0.79,25.14,8.68,True
3.26,-3.79,-41.64,-26.61,8.76,2,1.04,-84.01,-9.98,56.72,0.79,24,0.31,27.12,,True
0.06,-4.5,-47.64,-24.48,8.45,2,15.46,-70.01,-13.44,22.72,-0.79,33,0.2,26.46,,False
25.6,-1.86,-50.64,-6.72,13.84,20,-4.54,-14.01,-8.86,260.72,-2.18,510,7.15,17.01,6.66,False
1.38,-6.24,-41.64,-25.38,8.61,2,9.7,-59.01,-12.02,26.72,-0.76,63,0.73,31.08,9.26,True
18.3,0.7,-80.64,-5.73,13.44,20,-4.98,-54.01,-9.82,100.72,-5.23,195,8.65,11.58,8.78,True
3.7,-4.09,-41.64,-28.11,8.51,2,6.98,-74.01,-9.92,72.72,-0.38,33,0.32,28.17,,False
22.2,-0.08,-50.64,-10.8,13.99,20,-6.46,5.99,-13.08,440.72,-5.03,990,9.45,14.46,6.26,False
10.6,-1.78,-110.64,-11.43,12.34,20,-1.84,-79.01,-10.18,290.72,-3.25,945,7.3,17.28,6.56,False
4.08,-7.04,-47.64,-20.01,8.77,2,1.16,-80.01,-14.02,62.72,0.83,105,0.81,26.43,,True
2.18,-4.72,-41.64,-20.52,8.49,2,2.26,-90.01,-10.42,26.72,0.54,12,0.85,32.52,8.26,True
26.1,-0.38,-50.64,-9.15,14.94,20,-7.1,-64.01,-12.84,400.72,-4.14,495,7.4,12.81,6.47,True
28.6,-4.31,-50.64,-2.88,15.64,20,-6.4,-9.01,-10.9,70.72,-4.52,720,7.65,11.37,9.75,True
3.54,-3.55,-41.64,-21.87,8.64,2,0.56,-82.01,-14.3,8.72,-0.95,201,0.7,25.98,8.42,True
3.82,-4.08,-44.64,-19.41,8.34,2,2.7,-69.01,-19.18,78.72,-0.27,90,0.95,25.86,7.96,False
2.08,-5.02,-41.64,-20.55,8.4,2,6.34,-84.01,-10.04,8.72,1.69,60,0.34,27,7.02,False
2.8,-5.57,-41.64,-19.89,8.75,2,0.92,-49.01,-10.04,24.72,-0.84,15,0.32,30.81,8.11,True
14.3,-1.05,-50.64,-4.62,13.69,20,-3.5,-4.01,-10.9,310.72,-3.75,105,9.5,12,7.84,False
16.5,-0.04,-80.64,-8.49,17.74,20,-8.62,-59.01,-11.8,300.72,-4.81,645,6.55,9.93,8.44,True
3.36,-3.97,-41.64,-20.97,8.15,2,6.98,-79.01,-10.8,64.72,1.48,9,0.47,26.91,,True
18.6,0.17,-50.64,-5.7,15.34,20,-6.44,15.99,-11.76,430.72,-4.13,405,6.45,16.08,,False
15.1,0.28,-110.64,-8.04,16.04,20,-0.9,-129.01,-10.1,380.72,-4.91,1035,5.85,12.75,,True
2.34,-4.81,-35.64,-31.11,8.57,2,1.92,-64.01,-12.36,28.72,-0.67,30,0.37,26.52,,False
2.84,-4.21,-41.64,-24.39,8.14,2,4.86,-49.01,-15.16,-1.28,-0.76,60,0.91,25.38,6.88,False
18.9,-1.07,-50.64,-5.79,12.94,20,-7.12,15.99,-10.74,140.72,-5.35,465,9.1,12.27,7.06,False
3.26,-5.16,-47.64,-21.12,8.26,2,1.1,-87.01,-8.84,72.72,0.44,21,0.91,32.22,,True
15.9,0.72,-110.64,-6.87,14.59,20,-6.82,-99.01,-7.36,130.72,-5.25,540,5.85,14.76,,True
3.32,-4.71,-41.64,-19.38,8.74,2,0.64,-48.01,-13.5,58.72,3.16,105,0.95,28.29,,True
25.7,1.49,-50.64,-3.06,16.94,20,-9.6,-44.01,-11.64,390.72,-5.83,990,7.45,11.73,7.65,True
13.1,0.72,-80.64,-7.02,14.99,20,-9.44,-79.01,-10.48,20.72,-6.02,480,7.35,10.02,8.11,True
12.5,-1.45,-50.64,-3.81,16.04,20,-8.92,20.99,-11.54,270.72,-5.34,630,7.05,15.9,,False
10.7,-0.67,-80.64,-7.44,13.99,20,-4.38,-119.01,-12.44,150.72,-4.72,435,5.75,14.49,,False
3.08,-4.34,-41.64,-26.7,8.76,2,3.98,-53.01,-10.42,40.72,-0.76,3,0.39,29.91,9.4,True
3.12,-4.1,-41.64,-18.27,8.72,2,3.92,-60.01,-11.44,72.72,-0.53,108,0.43,31.98,,False
17,0.1,-50.64,-9.84,14.94,20,-7.52,-14.01,-8.86,160.72,-5.16,195,6.75,15.09,,True
0.82,-4.36,-41.64,-18.33,8.45,2,5.08,-84.01,-10.8,8.72,-0.69,63,0.82,30.84,,True
1.28,-4.68,-41.64,-17.01,8.73,2,4,-79.01,-10.8,2.72,-0.95,36,0.94,24.84,,True
2.64,-4.63,-41.64,-17.94,8.6,2,3.28,-60.01,-14.04,2.72,0.12,174,0.81,30.48,,True
12,-0.4,-80.64,-14.07,13.14,20,-3.36,-154.01,-7.5,400.72,-4.02,585,7.9,16.59,,False
17,-1.92,-80.64,-14.22,13.24,20,-2.52,-49.01,-8.9,310.72,-1.51,360,5.5,18.69,,False
1.46,-6.1,-47.64,-19.8,8.54,2,3.18,-84.01,-9.9,44.72,-0.7,93,0.89,26.91,,True
1.1,-4.3,-47.64,-20.31,8.6,2,3.36,-74.01,-14.1,2.72,-0.75,105,0.02,28.44,7.06,False
0.6,-8.37,-41.64,-25.44,8.42,2,1.7,-79.01,-10.4,40.72,-0.8,12,0.59,27.9,7.85,False
2.7,-4.27,-47.64,-20.07,8.76,2,6.1,-85.01,-9.26,54.72,0.38,9,0.87,25.68,,True
2.62,-4.12,-47.64,-19.86,8.58,2,5.16,-81.01,-11.22,24.72,3.03,198,0.66,28.14,,True
18.1,-2.68,-80.64,-8.88,14.24,20,-2.58,-39.01,-12.46,410.72,-2.19,1005,6.4,15.27,5.94,False
1.72,-3.78,-41.64,-21.54,8.75,2,1.22,-73.01,-10.16,60.72,-0.01,81,0.91,28.14,,True
0.18,-4.22,-47.64,-18.66,8.74,2,6.02,-80.01,-10.98,62.72,0.55,99,0.94,26.91,,True
0.7,-4.59,-41.64,-17.67,8.69,2,4.46,-60.01,-11.38,18.72,-0.84,21,0.49,25.5,7.33,True
2.64,-3.71,-41.64,-17.97,8.26,2,3.1,-53.01,-13.38,-11.28,0.55,105,0.9,27.54,7.71,True
3.3,-3.79,-41.64,-22.23,8.28,2,3.28,-86.01,-10.7,8.72,-0.7,111,0.84,25.83,9.01,True
1.56,-3.8,-41.64,-18.93,8.51,2,1.28,-77.01,-12.12,68.72,0,57,0.77,25.53,,False
2.58,-3.89,-35.64,-23.28,8.52,2,3.64,-59.01,-10.74,36.72,-0.51,12,0.81,27.69,,True
13.5,0.62,-50.64,-8.34,14.99,20,-7.52,-34.01,-11.34,100.72,-5.83,240,7.3,12.39,,True
3.8,-3.89,-47.64,-22.98,8.18,2,8.32,-76.01,-10.58,24.72,-0.59,138,0.97,29.97,8.43,False
3.66,-4.85,-47.64,-21.45,8.32,2,3.18,-81.01,-9.68,8.72,1.54,84,0.58,27.66,,True
0.3,-4.34,-41.64,-18.48,8.52,2,2.52,-75.01,-11.08,24.72,-0.91,99,0.73,33.18,8.28,True
21.3,0.19,-50.64,-5.97,15.64,20,-8.32,15.99,-10.66,280.72,-4.75,315,6.4,11.37,,True
0.4,-5.31,-41.64,-25.8,8.7,2,1.06,-74.01,-10.22,32.72,-0.06,15,0.12,28.47,7.35,False
4.16,-5.27,-47.64,-20.82,8.01,2,1.56,-79.01,-11.22,-7.28,-0.23,213,0.88,29.43,7.42,False
16.4,-0.05,-80.64,-4.41,15.69,20,-5.94,-144.01,-13.18,390.72,-3.27,510,7.75,12.15,9.61,True
2.52,-3.98,-47.64,-21.99,8.47,2,1.82,-81.01,-10.58,50.72,0.17,186,0.54,27.57,,False
22.5,-1.02,-110.64,-13.98,13.94,20,-3.88,-159.01,-9.88,390.72,-4.16,720,7.15,14.7,6.78,False
26.9,0.58,-80.64,-3.9,15.84,20,-8.86,-69.01,-8.26,230.72,-3.5,990,6.95,10.56,,True
0.52,-6,-47.64,-37.74,8.63,2,2.3,-78.01,-11.32,36.72,-0.97,3,0.79,33.54,,True
20.9,-2.26,-80.64,-14.49,13.34,20,-3.6,-99.01,-9.7,70.72,-4.03,285,5.35,32.01,6.25,False
18.3,0.47,-50.64,-7.68,16.69,20,-9.3,-49.01,-10.48,230.72,-4.78,690,7.75,10.02,8.61,True
11.1,-4.62,-65.64,-10.38,13.59,20,-7.08,-74.01,-15.48,240.72,-2.39,285,7.1,17.67,6.87,False
10.3,0.97,-80.64,-4.53,13.39,20,-8.16,-64.01,-12.66,20.72,-5.03,795,9.5,11.73,,False
2.2,-4.61,-47.64,-24.72,8.76,2,2.3,-76.01,-10.88,40.72,0.51,66,0.55,27.03,8.7,True
10.5,0.43,-80.64,-3.93,13.34,20,-7.92,-49.01,-10.66,60.72,-5.17,765,8.6,15.45,7.46,False
4.26,-4.47,-35.64,-19.14,7.96,2,8.86,-54.01,-11.96,-9.28,0.17,9,0.91,36,6.92,False
0.54,-5.43,-47.64,-23.4,8.36,2,1.26,-85.01,-10.58,28.72,-0.35,75,0.63,27.87,6.85,False
17.6,-2,-50.64,-15.6,13.84,20,-5.14,-4.01,-16.32,210.72,-2.95,585,5.35,23.61,,False
1.94,-4.02,-38.64,-18.78,8.56,2,1.42,-69.01,-10.66,4.72,-0.47,198,0.83,30.09,,True
3.36,-3.9,-41.64,-28.38,7.92,2,1.7,-88.01,-9.74,44.72,-0.43,87,0.78,30.69,7.43,False
12,-1.31,-80.64,-10.29,14.14,20,-4.16,-179.01,-7.14,390.72,-4.15,330,5.65,29.76,6.75,False
14.3,-0.64,-50.64,-3.09,15.54,20,-6.54,-29.01,-11.22,450.72,-4.7,915,9,11.97,,False
3.56,-4.11,-35.64,-24.12,8.56,2,5.08,-51.01,-10.96,56.72,-0.93,120,0.95,27.24,9.54,True
11.2,-0.63,-50.64,-3.81,14.39,20,-8.68,-29.01,-10.76,130.72,-3.24,420,9.65,10.65,9.2,True
23.1,-2.4,-50.64,-13.17,12.89,20,-1.88,-14.01,-13.92,130.72,-2.61,1065,5.55,16.08,6,False
10.5,-1.01,-80.64,-10.98,13.99,20,-6.1,-139.01,-7.68,470.72,-4.72,510,8.55,15.72,,False
18.2,1.02,-50.64,-3.09,14.94,20,-7.88,-39.01,-8.88,50.72,-3.46,255,7.15,12.75,,True
14.5,-1.58,-50.64,-13.2,13.09,20,-4.68,-24.01,-15.52,360.72,-3.81,615,7.05,24.63,5.02,False
10.4,1.09,-50.64,-15.87,15.04,20,-9.5,-14.01,-11.22,40.72,-6.05,405,8.85,10.77,7.64,True
10.7,0.9,-50.64,-4.08,15.69,20,-5.62,15.99,-14.86,280.72,-5.11,180,7.2,10.65,7.1,False
3.84,-4.1,-47.64,-19.68,8.37,2,6.8,-71.01,-12.06,58.72,-0.63,30,0.55,25.95,,True
2.98,-4.76,-41.64,-21.21,8,2,3.16,-85.01,-11.22,60.72,-0.49,39,0.45,28.65,,False
29.5,0.03,-95.64,-9.06,14.04,20,-5.24,-74.01,-7.72,400.72,-4.14,945,7.15,15.78,,False
25,0.94,-50.64,-9.18,13.89,20,-8.9,-39.01,-10.34,40.72,-5.97,1065,9.45,15.93,,False
3.54,-5.54,-41.64,-20.19,8.27,2,3.56,-53.01,-11.18,18.72,-0.25,9,0.76,26.94,,False
3.36,-3.63,-35.64,-18.42,8.5,2,1.32,-64.01,-10.84,10.72,-0.49,69,0.61,26.76,,True
17.9,0.05,-80.64,-7.2,13.94,20,-4.96,5.99,-11.68,270.72,-4.26,1080,7.15,16.71,6.75,False
13.3,-0.31,-80.64,-3.36,15.54,20,-7.14,-54.01,-15,280.72,-5.68,1065,7.35,10.89,,False
2.7,-5.02,-41.64,-19.62,8.45,2,4.28,-67.01,-12.96,26.72,1.01,33,0.15,26.85,,False
0.32,-8.34,-47.64,-26.64,8.7,2,0.9,-80.01,-12.88,44.72,2.56,216,0.73,28.26,,True
14.8,0.82,-80.64,-5.79,14.99,20,-7.18,-84.01,-9.08,140.72,-5.69,735,7.5,10.47,7.48,True
12.5,-1.7,-80.64,-9.99,15.04,20,-3.18,0.99,-8.46,420.72,-4.44,150,6.15,13.62,6.39,False
10,0.91,-110.64,-2.73,17.14,20,-8.64,-104.01,-9.22,270.72,-6.23,960,7.45,9.96,,True
2.32,-3.98,-35.64,-21.15,8.74,2,2.92,-64.01,-11.12,28.72,-0.44,21,0.3,27.06,,False
3.86,-3.74,-41.64,-21.48,8.64,2,1.16,-59.01,-10.18,72.72,2.14,36,0.48,26.58,7.84,False
2.68,-4.04,-41.64,-19.98,7.85,2,2.26,-85.01,-16.62,54.72,1.9,6,0.41,35.1,6.64,False
14.5,0.4,-80.64,-6.21,14.74,20,-7.4,-119.01,-10.46,170.72,-2.81,360,5.9,19.35,8.09,True
15.9,0.29,-110.64,-3.36,14.24,10,-7.6,-114.01,-8.4,130.72,-5.57,1065,6.4,14.55,9.59,True
16.8,1.37,-50.64,-13.08,16.49,20,-7.44,-44.01,-15.64,460.72,-5.94,810,8.7,18.48,,False
4.14,-6.56,-47.64,-19.68,8.46,2,6.58,-79.01,-10.68,12.72,-0.75,24,0.86,25.89,,True
12.5,-0.46,-80.64,-2.97,13.79,20,-8.84,-4.01,-15.94,20.72,-1.54,975,9.85,10.95,,False
3.18,-3.89,-47.64,-17.88,8.81,2,1.02,-82.01,-10.94,-7.28,0.13,57,0.12,32.61,,True
3.08,-3.86,-47.64,-18.57,8.6,2,2.54,-77.01,-10.08,0.72,-0.9,72,0.72,27.21,8.78,True
3.46,-4.14,-47.64,-18.33,8.45,2,2.26,-84.01,-9.92,46.72,-0.53,84,0.33,32.88,,True
28.6,-0.04,-50.64,-17.7,13.89,20,-4.24,-59.01,-9.88,120.72,-3.72,780,7.05,12.21,,False
0.6,-4.22,-41.64,-19.32,8.78,2,2.76,-86.01,-11.14,6.72,-0.56,99,0.81,30.36,,True
3.36,-4.02,-47.64,-23.52,8.48,2,6.7,-77.01,-10.54,48.72,0.63,183,0.48,27.45,7.98,False
15.4,-0.25,-80.64,-10.44,14.29,20,-5,10.99,-12.28,440.72,-4.57,1125,6.85,15.18,7.72,False
14.3,0.84,-50.64,-8.58,14.59,20,-8.78,20.99,-10.62,220.72,-5.43,105,9.8,17.55,,True
21.9,-0.2,-80.64,-9.39,14.39,20,-4.08,-54.01,-9.2,440.72,-4.04,300,6.75,24.54,7.1,False
2.36,-7.12,-35.64,-19.68,8.48,2,3.98,-55.01,-13,38.72,-0.51,6,0,26.64,,False
3.4,-3.62,-44.64,-18,8.77,2,1.48,-69.01,-12.76,68.72,3.58,114,0.54,27.54,7.78,False
2.82,-3.87,-41.64,-20.01,8.53,2,4.76,-70.01,-14.36,-9.28,2.75,39,0.28,25.47,8.78,True
2.78,-3.7,-41.64,-25.05,8.31,2,3.34,-50.01,-10.32,10.72,-0.25,63,0.73,26.7,8.05,False
11.3,0.46,-50.64,-2.52,17.79,20,-9.58,-4.01,-11.72,390.72,-5.38,885,8.4,12.33,7.74,False
25.9,0.92,-65.64,-8.07,16.34,20,-6.68,-74.01,-10.3,380.72,-2.23,1170,5.65,12.93,,False
3.76,-3.7,-41.64,-18.42,8.42,2,1.6,-76.01,-12.6,54.72,-0.72,204,0.69,25.62,7.82,False
2.08,-5.74,-41.64,-20.58,8.49,2,0.88,-58.01,-12.44,-5.28,-0.78,30,0.05,28.89,,False
2.2,-5.59,-41.64,-19.32,8.34,2,1.1,-57.01,-10.68,44.72,2.28,39,0.51,28.47,,False
10.7,1.1,-50.64,-4.17,17.29,20,-9.58,-9.01,-16.66,290.72,-4.67,1050,8.2,16.11,,False
12.8,-0.09,-110.64,-9.18,12.84,20,-5.16,-149.01,-12.16,310.72,-3.16,990,8.5,23.79,6.15,False
3.06,-6.37,-47.64,-24.12,8.22,2,6.56,-71.01,-11.76,68.72,0.13,36,0.59,28.86,6.99,False
3.38,-5.4,-47.64,-19.98,8.79,2,0.8,-86.01,-13.7,28.72,0.99,90,0.5,25.17,8.18,True
2.96,-4.32,-47.64,-20.7,8.52,2,3.58,-75.01,-14.56,72.72,-0.68,108,0.46,26.19,,False
16.3,0.57,-80.64,-15.72,16.44,20,-3.52,-54.01,-8.66,350.72,-5.3,585,6.2,12.75,,True
18.8,-1.44,-80.64,-8.91,13.99,20,-3.42,-9.01,-9.84,240.72,-5.04,690,6.9,20.73,6.01,False
22.4,0.74,-80.64,-7.65,16.04,20,-8.7,0.99,-10.06,250.72,-4.79,570,5.7,13.83,,True
2.52,-4.5,-41.64,-22.77,8.71,2,9.46,-82.01,-11.24,52.72,-0.9,39,0.95,25.17,8.32,True
0.68,-4.17,-47.64,-18.93,8.26,2,2.48,-77.01,-12.54,38.72,-0.36,33,0.88,28.59,,False
18.5,0.65,-80.64,-5.46,15.39,20,-3.34,-134.01,-13.78,380.72,-0.36,810,6.3,20.67,7.02,False
2.86,-4.07,-41.64,-20.7,8.39,2,2.2,-67.01,-14.12,60.72,-0.39,30,0.38,41.37,7.09,False
1.9,-4.04,-41.64,-20.22,7.92,2,4.26,-86.01,-11.26,24.72,0.07,3,0.74,27.39,,False
11.5,0.83,-50.64,-4.5,16.54,20,-5.72,-64.01,-12.76,370.72,-5.51,510,8.3,19.92,,True
0.52,-5.37,-41.64,-20.61,8.78,2,13.4,-88.01,-10.46,32.72,-0.95,144,0.7,27.36,9.22,True
1.86,-4.62,-41.64,-17.55,8.81,2,1.48,-86.01,-9.86,-3.28,-0.37,48,0.71,31.08,,True
22.1,-1.74,-110.64,-9.33,13.34,20,-1.7,-124.01,-7.02,440.72,-3.59,555,6.65,16.89,5.69,False
2.04,-3.81,-41.64,-24.45,8.29,2,0.62,-74.01,-10.12,-17.28,0.81,90,1,26.52,7.15,True
2.82,-4.41,-41.64,-19.26,8.3,2,1.32,-73.01,-15.88,18.72,0.16,57,1.02,25.95,,True
17,-0.15,-80.64,-7.17,13.39,20,-5.96,5.99,-8.24,350.72,-3.8,195,8.15,14.58,,False
18.4,-4.79,-80.64,-8.61,14.44,20,-6.56,-109.01,-9.52,240.72,-3.56,405,5.35,14.22,,False
2.94,-5.4,-41.64,-19.53,8.39,2,1.82,-83.01,-10.1,40.72,1.11,150,0.46,27.93,,False
1.94,-4.8,-41.64,-27.96,8.51,2,2.74,-77.01,-15.98,46.72,-0.32,36,0.2,27.27,,False
0.44,-5.51,-47.64,-25.98,8.42,2,2.8,-70.01,-13.08,56.72,-0.86,114,0.83,25.53,,False
16,0.09,-50.64,-7.53,16.34,20,-9.62,-59.01,-14.68,280.72,-5.75,1020,7.8,10.5,,False
28,1.05,-80.64,-5.25,13.79,20,-7.12,-19.01,-9.42,280.72,-5.27,810,9.65,12.09,,True
10.6,0.41,-80.64,-5.01,14.99,20,-7.84,-129.01,-8.72,130.72,-5.04,600,7.35,14.79,8.67,True
3.1,-4.24,-35.64,-18.12,8.51,2,0.9,-60.01,-13.88,74.72,-0.69,45,0.72,28.5,7.47,False
1.16,-4.06,-47.64,-19.08,8.35,2,12.7,-86.01,-12.86,0.72,0.67,45,0.39,25.5,8.84,True
3.36,-4.05,-47.64,-21.63,8.16,2,2.04,-75.01,-9.74,74.72,0.22,45,0.59,26.97,7.86,False
11.8,-2.19,-80.64,-5.79,15.74,20,-8.58,-69.01,-12,410.72,-5.41,1050,8.4,11.64,,False
2.48,-5.12,-47.64,-27.93,8.46,2,6.68,-86.01,-11.68,14.72,0.01,192,0.06,47.37,,False
26.7,-0.22,-110.64,-8.25,14.09,20,-2.6,-84.01,-9.82,280.72,-2.88,795,5.8,17.28,,False
15.7,1.02,-80.64,-22.44,14.74,20,-7.92,-14.01,-11.18,390.72,-4.19,495,9.3,11.1,8.59,True
15.4,-3.03,-50.64,-11.46,13.19,20,-1.22,-64.01,-9.58,390.72,-2.81,375,5.6,20.34,,False
21.6,-0.13,-80.64,-9.57,13.39,20,-6.98,-89.01,-8.44,180.72,-3.11,840,7.25,17.85,7.23,False
3.52,-5.42,-47.64,-18.9,8.47,2,1.22,-84.01,-13.12,2.72,-0.63,210,0.02,27.12,,False
2.78,-4.66,-41.64,-18.36,8.65,2,3.24,-63.01,-10.9,52.72,0.61,96,0.74,29.64,9.25,True
3.92,-6.49,-41.64,-17.85,8.65,2,7.18,-62.01,-11.68,40.72,0.92,42,0.8,27.99,8.09,True
0.74,-4.36,-41.64,-18.33,8.66,2,0.7,-51.01,-12.64,-15.28,-0.92,30,0.45,30.54,,True
16.9,-1.08,-110.64,-11.79,13.19,20,-7.1,-164.01,-7.36,290.72,-4.07,375,8.55,15.45,,False
2.96,-4.29,-41.64,-21.33,8.71,2,1.68,-76.01,-14.8,68.72,0.76,57,0.72,26.79,10.03,True
27.9,-5.17,-80.64,-17.55,12.89,20,-1.08,-39.01,-9.98,410.72,1.5,120,5.9,18.96,,False
2.56,-4.74,-41.64,-30.06,8.2,2,2.56,-61.01,-11.24,-3.28,-0.43,3,0.18,32.37,6.27,False
13.9,0.86,-50.64,-12.45,14.14,20,-7.12,-19.01,-10.44,390.72,-3.95,165,9.25,17.28,7.24,False
2.96,-5.28,-41.64,-20.64,7.96,2,4.28,-60.01,-10.32,28.72,-0.11,18,0.57,26.07,6.51,False
2.36,-5.95,-41.64,-19.08,8.58,2,2.52,-81.01,-10.64,0.72,0.74,6,0.19,26.46,8.71,True
1.42,-3.97,-41.64,-26.94,8.55,2,1.82,-70.01,-13.18,36.72,1.89,105,0.49,26.22,,False
3.06,-4.54,-41.64,-17.76,8.67,2,1.24,-86.01,-10.42,10.72,-0.61,51,0.91,27.54,,True
1.72,-6.49,-35.64,-25.92,8.51,2,4.66,-64.01,-13.94,16.72,-1.02,102,1.03,24.93,7.65,True
18,0.3,-80.64,-22.41,13.19,20,-6.7,-79.01,-10.86,60.72,-3.13,1080,8.7,16.08,,False
1.16,-4.13,-47.64,-20.1,8.14,2,2.04,-79.01,-13.2,58.72,-0.46,15,0.62,27.33,,False
2.98,-4.72,-35.64,-19.08,8.3,2,3.54,-60.01,-11,46.72,0.33,96,0.9,29.49,7.47,False
16.3,0.83,-50.64,-7.17,15.64,20,-5.38,-59.01,-13.12,240.72,-5.33,270,5.95,12.36,8.99,True
3.54,-7.24,-47.64,-21.87,8.55,2,3,-78.01,-9.76,24.72,0.37,120,0.15,28.95,7.66,False
0.28,-4.08,-41.64,-18.51,8.45,2,2.26,-83.01,-12.72,16.72,-0.62,48,0.7,29.04,7.43,False
15,1.1,-80.64,-3.12,17.34,20,-5.84,-54.01,-10.58,380.72,-5.91,645,6.55,10.08,8.71,True
21.8,0.52,-80.64,-13.41,14.59,20,-7.52,-114.01,-8.42,360.72,-3.37,750,7.3,13.38,,False
3.6,-5.08,-41.64,-21.51,8.3,2,6.78,-70.01,-10.96,70.72,-0.01,57,0.52,33.24,,False
1.2,-3.81,-41.64,-19.98,8.58,2,3.62,-87.01,-11.62,4.72,1.45,45,0.48,29.01,9.09,True
2.98,-5.53,-47.64,-23.31,8.37,2,1.94,-80.01,-9.52,76.72,0.63,24,0.2,29.67,,True
13.5,-0.68,-80.64,-5.79,16.09,20,-6.52,-174.01,-8.02,390.72,-4.7,615,6.2,20.52,,True
20.2,-2.15,-50.64,-14.67,13.09,20,-1.16,-4.01,-18.28,430.72,-1.65,915,5.5,24.21,5.74,False
23,0.12,-50.64,-7.41,13.84,20,-5.48,0.99,-9.72,120.72,-3.05,165,5.4,15,6.36,False
15.5,-6.95,-80.64,-11.46,13.19,20,-2.82,-169.01,-9.22,300.72,-2.66,510,5.05,24.18,,False
15.1,-0.62,-95.64,-9.33,13.34,20,-0.88,-74.01,-10.34,190.72,-2.12,1080,5.95,20.58,6.64,False
3.52,-4.86,-41.64,-19.32,8.65,2,0.94,-70.01,-10.08,14.72,3.63,54,0.83,25.02,9.29,True
